VERB	WORD_ID	SENTENCE	LEMMA	PASS	PART	SCF	IN/RP	CORRECT SCF	CORRECT IN/RP	STC_ID	COMMENT
live	2	I [live] in Goi?nia City .	live	0	0	prep=>pobj	in	prep=>pobj	in	434	#
tell	5	John is going to [tell] Isabella about that .	tell	0	0	dobj_N:prep=>pobj	about	dobj_N:prep=>pobj	about	435	#
dressed	11	"If you pay attention the image shows a glamorous person [dressed] with classic clothes , what give her a stylish appearance , consequently it fits with Century ."	dress	0	1	prep=>pobj	with	prep=>pobj	in	437	#
'm	8	"My name 's Kelly , and I ['m] 26 years old ."	be	0	0	acomp	0	acomp	0	442	#
yourgraduating	3	"Congradulations on [yourgraduating] from university , and winning the reward !"	graduate	0	0	prep=>pobj	from	prep=>pobj	from	443	#
wasn	16	"Then he offered to come to his flat to sleep there , ? cause it [wasn] ? t so far away ."	be	0	0	acomp	0	acomp	0	449	#
became	4	When the denunciations [became] more expressive ?	become 	0	0	acomp	0	acomp	0	450	#
get	9	If you hear the allarm you have to [get] out of your hotel .	get	0	0	prep=>pobj	out of	prep=>pobj	out of	452	#
rooted	3	Meg was [rooted] to the spot by fear .	root	1	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	453	#
have	3	You should [have] the coffee break at home .	have	0	0	dobj_N	0	dobj_N	0	455	#
provide	25	"Besides , if you live in a hustle-and-bustle style and also want to help , perhaps you can consider offering financial assistance and meanwhile [provide] some vacations for the jobless to go back on their track ."	provide	0	0	dobj_N:prep=>pcomp	for	dobj_N:prep=>pcomp	for	457	#
go	32	"Besides , if you live in a hustle-and-bustle style and also want to help , perhaps you can consider offering financial assistance and meanwhile provide some vacations for the jobless to [go] back on their track ."	go	0	0	prep=>pobj:prt	on-back	prep=>pobj:prt	on-back	457	[get back on track] is better than [go back on their track] but that involves changing the verb.
feelling	9	"Afther that journey , I really have been [feelling] myself already to UN ."	feel	0	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	460	Spelling mistake: [feelling] should be [feeling]; I don't understand the intended sense of this sentence.
increase	13	"Furthermore , it is estimated that demographic size of group 1 will [increase] over 6 million while in group 2 it will decrease 5 million ."	increase	0	0	dobj_N	0	prep=>pobj	by	463	#
decrease	23	"Furthermore , it is estimated that demographic size of group 1 will increase over 6 million while in group 2 it will [decrease] 5 million ."	decrease	0	0	dobj_N	0	prep=>pobj	by	463	#
found	4	They have been [found] inside Earth 's orbit to beyond Saturn 's orbit .	find	0	0	prep=>pobj	inside:to	prep=>pobj	from:to	464	#
married	4	I did n't [married] and i have n't any Child .	marry	0	0	su	0	su	0	467	#
described	2	You [described] it so well last time .	describe	0	0	dobj_N	0	dobj_N	0	468	#
speak	3	I will [speak] to you later on the cellphone .	speak	0	0	prep=>pobj	to	prep=>pobj	to	470	#
make	3	You ought [make] tea with raspberry leaf and ginger .	make	0	0	dobj_N:prep=>pobj	with	dobj_N:prep=>pobj	with	474	#
exit	13	"When you hear a emergency alarm , you have to go to [exit] to the starway ."	exit	0	0	prep=>pobj	to	prep=>pobj	to	476	#
deliver	3	"They could [deliver] the service online through a Website that allows everybody to browse their inventory , add what they want to a shopping cart and check out using a secure server ."	deliver	0	0	dobj_N	0	dobj_N	0	479	#
add	18	"They could deliver the service online through a Website that allows everybody to browse their inventory , [add] what they want to a shopping cart and check out using a secure server ."	add	0	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	479	#
allowed	9	Each player is given a frisbee and is [allowed] to take two shots on each turn .	allow	1	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	480	#
overbooked	4	"First the airline [overbooked] that day then the departure was late , I had to wait for two and half hour ."	overbook	0	0	su	0	su	0	482	#
put	9	"Do n't worry about grammar as you can [put] down your ideas as bullet points , or as numerical points ."	put	0	0	dobj_N:prep=>pobj:prt	as-down	dobj_N:prep=>pobj:prt	as-down	487	#
see	4	"As you can [see] on my CV , I have a long experience as a personal trainner in so respectable gyms ."	see	0	0	dobj_N:prep=>pobj	on	dobj_N:prep=>pobj	on	491	#
have	10	"As you can see on my CV , I [have] a long experience as a personal trainner in so respectable gyms ."	have	0	0	dobj_N	0	dobj_N	0	491	#
think	2	I [think] the home environment and many other things can be the sources of stress .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	492	#
am	2	I [am] 23 years old .	be	0	0	acomp	0	acomp	0	493	#
spend	9	We very often have been in wood and [spend] our time there .	spend	0	0	advmod:dobj_N	0	advmod:dobj_N	0	494	#
fixed	6	Which of the following are [fixed] in the recruitment policy ?	fix	1	0	dobj_N:prep=>pobj	in	dobj_N:prep=>pobj	in	498	#
note	8	"To help me with vocabulary , I [note] down all the words that I can not recognize in my notebook , which enclosed with a sentence for reference ."	note	0	0	dobj_N:prep=>pobj:prt	in-down	dobj_N:prep=>pobj:prt	in-down	504	#
think	2	"I [think] , if you have a big love , you really happinest ..."	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	506	#
'm	7	My name 's Peter and I ['m] 43 years old .	be	0	0	acomp	0	acomp	0	508	#
was	12	"I have two years of Student Council experience , when I [was] able to meet a lot of students and listen to their needs ."	be	0	0	acomp	0	acomp	0	509	#
is	2	That [is] what you want .	be	0	0	ccomp_WHCOMP	0	ccomp_WHCOMP	0	513	#
work	6	"If you would like to [work] like to volunteer , please call to number 8000 ."	work	0	0	su	0	su	0	519	#
decide	4	In order to [decide] our strategy for the coming decade we need to take into consideration the results of the survey carried out recently .	decide	0	0	dobj_N	0	dobj_N	0	521	#
spent	9	I really miss you and the days we [spent] together .	spend	0	0	advmod:dobj_N	together	advmod:dobj_N	together	523	#
is	2	It [is] with greate pleasure that we at Blue Sky can inform our shareholders and clients of a change to the company 's logo .	be	0	0	ccomp_VTENSED=>mark-that:prep=>pobj	with	ccomp_VTENSED=>mark-that:prep=>pobj	with	524	#
inform	12	It is with greate pleasure that we at Blue Sky can [inform] our shareholders and clients of a change to the company 's logo .	inform	0	0	dobj_N:prep=>pobj	of	dobj_N:prep=>pobj	of	524	#
is	8	"To my mind , if the website [is] easy to use and reliable , the customers will make purchases ."	be	0	0	acomp	0	acomp	0	528	#
use	11	"To my mind , if the website is easy to [use] and reliable , the customers will make purchases ."	use	0	0	dobj_N	0	dobj_N	0	528	#
study	4	And I will [study] more and practice more .	study	0	0	su	0	su	0	531	#
practice	7	And I will study more and [practice] more .	practice	0	0	su	0	su	0	531	#
go	27	"If that way ca n't help you , I suggest that you donate your part of money until you do n't have any enough money to [go] shopping ."	go	0	0	xcomp_VING	0	xcomp_VING	0	532	#
certificated	4	I 'm also [certificated] in Cardio kickboxing .	certificate	1	0	dobj_N:prep=>pobj	in	dobj_N:prep=>pobj	in	533	#
turn	8	"you go througt the restaurant , then [turn] left , you must can find my house soon ."	turn	0	0	advmod	0	advmod	0	534	#
enjoyed	10	This cottage has wonderful view just waiting to be [enjoyed] .	enjoy	1	0	dobj_N	0	dobj_N	0	537	#
like	4	I dont ' [like] play badminton and football for my birthday .	like	0	0	xcomp_VBARE	0	xcomp_VING	0	538	#
motivate	21	"Not only do I have a big knowledge about the topic fitness and nutrition , but also about how to [motivate] people to make them reaching aims they would n't reach by theirself ."	motivate	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	539	#
make	24	"Not only do I have a big knowledge about the topic fitness and nutrition , but also about how to motivate people to [make] them reaching aims they would n't reach by theirself ."	make	0	0	dobj_N:xcomp_VING	0	dobj_N:xcomp_VBARE	0	539	#
Go	1	[Go] straight ahed Liverpool Road and turn left .	go	0	0	prep=>pobj	ahead	prep=>pobj	along	542	#
turn	7	Go straight ahed Liverpool Road and [turn] left .	turn	0	0	advmod	0	advmod	0	542	#
'm	10	I urge you to send your application because I ['m] convinced that it is by far the most exhilarating job you can get .	be	0	0	newframe	0	newframe	0	545	ccomp_VTENSED=>mark-that:xcomp_ADJ
catched	6	But the young woman was [catched] at the hair by a passer-by .	catch	1	0	dobj_N:prep=>pobj	at	dobj_N:prep=>pobj	by	549	[catched] should be [caught]
have	2	I [have] long legs and small feet .	have	0	0	dobj_N	0	dobj_N	0	551	#
Let	1	[Let] me tell you why you should apply this position .	let	0	0	dobj_N:xcomp_VBARE	0	dobj_N:xcomp_VBARE	0	555	#
appy	6	I strongly encourage you to [appy] for this job asap .	apply	0	0	prep=>pobj	for	prep=>pobj	for	565	Spelling mistake: [appy] should be [apply]
needed	5	Counseling -- volunteers are [needed] to talk to the victims as their process this natural disaster .	need	1	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	568	#
leave	17	"I also put away ? 7,000 per month into saving account with high interest , and [leave] about ? 3,000 in my checking account for emergency per month ."	leave	0	0	dobj_N:prep=>pobj	0	dobj_N:prep=>pobj	0	569	#
sleep	3	"Before I [sleep] at night , I try to visualize pleasant and restful place ."	sleep	0	0	su	0	su	0	573	#
made	14	However the kitchen is a very large room with a big window which [made] from granite counters .	make	0	1	dobj_N:prep=>pobj	from	dobj_N:prep=>pobj	from	575	Auxiliary [is] is missing
'm	2	I ['m] twenty-nine years I have long blond hair and brown eyes .	be	0	0	xcomp_N	0	xcomp_N	0	576	#
Stay	1	[Stay] in door the peek an it 's going to be the very wed. .	stay	0	0	prep=>pobj	in	advmod	0	583	Not sure of intended sense here.
be	11	Stay in door the peek an it 's going to [be] the very wed. .	be	0	0	xcomp_N	0	xcomp_N	0	583	#
runs	10	"Our second game is catching me up , someone [runs] an over all , and whom he catches first transmitted to the turn to overtake the others ."	run	0	0	dobj_N	0	dobj_N	0	585	#
catches	18	"Our second game is catching me up , someone runs an over all , and whom he [catches] first transmitted to the turn to overtake the others ."	catch	0	0	dobj_N	0	dobj_N	0	585	#
running	8	"When they arrested him , he was [running] to home in the street ."	run	0	0	prep=>pobj	to	prt	home	590	#
closing	19	"So popular is online shopping now , that a lot of real bookstores and some other stores are [closing] down !"	close	0	0	prt	down	prt	down	597	#
located	3	We are [located] in Manchester .	locate	1	0	dobj_N:prep=>pobj	in	dobj_N:prep=>pobj	in	599	#
Spend	1	[Spend] 3-5 minutes exploring each of the ` sides ' .	spend	0	0	dobj_N:xcomp_VING	0	dobj_N:xcomp_VING	0	600	#
come	12	"Instead , we would like to invite you and Lucy to [come] round for dinner Wednesday or Friday next week ."	come	0	0	prt	round	prt	round	603	#
'm	9	I have already met my lawyer and I ['m] within my rights to object to being refused the overtime pay .	be	0	0	prep=>pobj:xcomp_VBARE=>aux_TO	within	prep=>pobj:xcomp_VBARE=>aux_TO	within	606	#
object	14	I have already met my lawyer and I 'm within my rights to [object] to being refused the overtime pay .	object	0	0	prep=>pcomp_VING	to	prep=>pcomp_VING	to	606	#
refused	17	I have already met my lawyer and I 'm within my rights to object to being [refused] the overtime pay .	refuse	1	0	dobj_N:iobj	0	dobj_N:iobj	0	606	#
is	4	My older brother [is] almost forty and my littler brother is twenty-six .	be	0	0	acomp	0	acomp	0	611	#
is	11	My older brother is almost forty and my littler brother [is] twenty-six .	be	0	0	acomp	0	acomp	0	611	#
is	3	Female monkeys [is] over love own baby and always hold the baby in her body .	be	0	0	prep=>pobj	over	prep=>pobj	in	615	#
hold	10	Female monkeys is over love own baby and always [hold] the baby in her body .	hold	0	0	dobj_N:prep=>pobj	in	dobj_N:prep=>pobj	in	615	#
's	2	It ['s] about 86 degrees Fahrenheit .	be	0	0	xcomp_N	0	xcomp_N	0	616	#
quit	14	I came to the conclusion that the only reason why you want to [quit] your job is your illness .	quit	0	0	dobj_N	0	dobj_N	0	617	#
surprised	3	"Meg was [surprised] when suddently they started to break the windown with a hammer , and throwing paint on the store front ."	surprise	1	0	dobj_N	0	dobj_N	0	618	#
Thank	1	[Thank] you for the nice phone call and your interest in our product .	thank	0	0	dobj_N:prep=>pobj	for	dobj_N:prep=>pobj	for	619	#
reached	9	"What an coincidence , when the national sales [reached] its peak at almost 3m , the international sales suffered from its lowest as nearly half 1m ."	reach	0	0	dobj_N	0	dobj_N	0	620	#
count	8	"I do n't feel I can always [count] on her , because she is a bit unreliable ."	count	0	0	prep=>pobj	on	prep=>pobj	on	621	#
taken	6	All these elaborated points were [taken] into consideration with the result that the situation relaxed .	take	1	0	dobj_N:prep=>pobj	into	dobj_N:prep=>pobj	into	625	#
breaking	3	They were [breaking] the windows with a hammer and throwing paint on the store front .	break	0	0	dobj_N	0	dobj_N	0	626	#
think	3	I 'll [think] about change my career .	think	0	0	newframe	about	prep=>pcomp_VING	about	628	newframe:prep=>pcomp_VBARE
am	6	my name 's Nicole i [am] forty years old .	be	0	0	acomp	0	acomp	0	629	#
saw	3	Then I [saw] the broken lock on the door .	see	0	0	dobj_N	0	dobj_N	0	632	#
came	7	Recently one of my friends Meg [came] across with e terrible situation .	come	0	0	prep=>pobj:prt	with-across	dobj_N:prt	across	634	#
paint	17	"I believe we should make the school a better learning environment and therefore I want to [paint] the walls with you , create another social meeting room and reduce homework ."	paint	0	0	dobj_N	0	dobj_N	0	636	#
recomended	3	It was [recomended] me by my close friend .	recommend	1	0	dobj_N:iobj	0	dobj_N:prep=>pobj	to	645	Spelling mistake: [recomended] should be [recommended]
drive	3	Often I [drive] with the car to companies .	drive	0	0	prep=>pobj:prep=>pobj	with-to	dobj_N:prep=>pobj	to	647	#
split	9	"I am so happy , that I 've [split] up with Jo , my ex boyfriend , last week !"	split	0	0	prep=>pobj:prt	with-up	prep=>pobj:prt	with-up	648	#
try	4	each child can [try] to knocked a bottle two times .	try	0	0	newframe	0	xcomp_VBARE=>aux_TO	0	653	newframe: xcomp_VEN=>aux_TO
located	11	"It is not a seafront building , but it is [located] close to the beaches ."	locate	1	0	dobj_N:xcomp_ADJ	0	dobj_N:xcomp_ADJ	0	659	#
landed	2	"They [landed] out of the runway , the landing gear of them broke and one stopped far away from the other ."	land	0	0	prep=>pobj	out of	prep=>pobj	outside of	661	#
broke	13	"They landed out of the runway , the landing gear of them [broke] and one stopped far away from the other ."	break	0	0	su	0	su	0	661	#
stopped	16	"They landed out of the runway , the landing gear of them broke and one [stopped] far away from the other ."	stop	0	0	su	0	su	0	661	#
discussed	6	The Asia ? s representative [discussed] about making a robot that make a few facial expressions .	discuss	0	0	prep=>pcomp_VING	about	dobj_N	0	664	#
wander	3	so I [wander] I can teach in college in the future .	wonder	0	0	ccomp_VTENSED	0	ccomp_WHCOMP	0	665	Spelling mistake: [wander] should be [wonder]
began	3	"After lunch [began] the most interesting - we went to the turtles island , where we swam with a big turtles !"	begin	0	0	dobj_N	0	dobj_N	0	668	#
went	9	"After lunch began the most interesting - we [went] to the turtles island , where we swam with a big turtles !"	go	0	0	prep=>pobj	to	prep=>pobj	to	668	#
work	7	Another thing I would like to [work] one year in this job .	work	0	0	dobj_N:prep=>pobj	in	prep=>pobj	in	670	#
learn	5	Finally a good leader [learn] and grow in hard experiences work .	learn	0	0	su	0	su	0	673	#
was	2	"Jiangyanrong [was] 19 years old when she met her teacher , Kangnan ."	be	0	0	acomp	0	acomp	0	674	#
met	8	"Jiangyanrong was 19 years old when she [met] her teacher , Kangnan ."	meet	0	0	dobj_N	0	dobj_N	0	674	#
are	3	My goal [are] a lot .	be	0	0	xcomp_N	0	xcomp_N	0	680	#
lives	2	He [lives] and works in Santa Catarina .	live	0	0	prep=>pobj	in	prep=>pobj	in	682	#
making	3	I am [making] chicken sandwiches .	make	0	0	dobj_N	0	dobj_N	0	685	#
